publisher,id_nicolas,url,titolo,volume,product_id,n_ristampa,prezzo_intero,prezzo_attuale,data_rilascio,autore,disegnatore,pagine,size,contenuti,binding,colore,isbn,descrizione,genere,img_file
jpop,jpop_venusversusvirus004,https://www.j-pop.it/venus-versus-virus/2216-venus-versus-virus-004.html,Venus versus Virus 004,4,2216,1,"5,90","5,90",,Atsushi Suzumi,Atsushi Suzumi,0,Not Available,Not Available,Not Available,Not Available,9788861232105,"Virus sono spiriti che vagano alla ricerca di altri corpi che li ospitino per poter continuare a vivere. Solo alcune persone sono in grado di vederli, e Sumire Takahana è una di queste... benché nessuno le creda, infatti, Sumire vede i fantasmi sin da bambina e, nonostante i Virus la terrorizzino, entra a far parte del Venus Vanguard... Inizialmente la paura la paralizza; ma un giorno scopre che, venendo a contatto con lo speciale composto chimico usato per sconfiggere i Virus, è in grado di trasformarsi in una persona completamente diversa: una strana abilità che la rende più forte e violenta, in grado di contrastare i Virus a mani nude! Con questo titolo (e BLOOD ALONE) comincia la partnership tra JPOP e MEDIAWORKS, prestigioso editore giapponese che ha editato bestseller come PLEASE TEACHER, YOTSUBA, GUNSLINGER GIRL. Venus Versus Virus è uno dei titoli di punta della rivista GAO e, con la trasmissione in TV in Giappone del cartone animato (nel gennaio 2007), si appresta a diventare uno dei titoli più hot della stagione.","Seinen, Azione, Horror",https://www.j-pop.it/2270-thickbox_default/venus-versus-virus-004.jpg
jpop,jpop_venusversusvirus005,https://www.j-pop.it/venus-versus-virus/2217-venus-versus-virus-005.html,Venus versus Virus 005,5,2217,1,"5,90","5,90",,Atsushi Suzumi,Atsushi Suzumi,0,Not Available,Not Available,Not Available,Not Available,9788861232112,"Virus sono spiriti che vagano alla ricerca di altri corpi che li ospitino per poter continuare a vivere. Solo alcune persone sono in grado di vederli, e Sumire Takahana è una di queste... benché nessuno le creda, infatti, Sumire vede i fantasmi sin da bambina e, nonostante i Virus la terrorizzino, entra a far parte del Venus Vanguard... Inizialmente la paura la paralizza; ma un giorno scopre che, venendo a contatto con lo speciale composto chimico usato per sconfiggere i Virus, è in grado di trasformarsi in una persona completamente diversa: una strana abilità che la rende più forte e violenta, in grado di contrastare i Virus a mani nude! Con questo titolo (e BLOOD ALONE) comincia la partnership tra JPOP e MEDIAWORKS, prestigioso editore giapponese che ha editato bestseller come PLEASE TEACHER, YOTSUBA, GUNSLINGER GIRL. Venus Versus Virus è uno dei titoli di punta della rivista GAO e, con la trasmissione in TV in Giappone del cartone animato (nel gennaio 2007), si appresta a diventare uno dei titoli più hot della stagione.","Seinen, Azione, Horror",https://www.j-pop.it/2271-thickbox_default/venus-versus-virus-005.jpg
jpop,jpop_venusversusvirus006,https://www.j-pop.it/venus-versus-virus/2218-venus-versus-virus-006.html,Venus versus Virus 006,6,2218,1,"5,90","5,90",,Atsushi Suzumi,Atsushi Suzumi,166,Not Available,Not Available,Not Available,Not Available,9788861239609,"I Virus sono spiriti che vagano alla ricerca di altri corpi che li ospitino per poter continuare a vivere. Solo alcune persone sono in grado di vederli, e Sumire Takahana è una di queste... benché nessuno le creda, infatti, Sumire vede i fantasmi sin da bambina e, nonostante i Virus la terrorizzino, entra a far parte del Venus Vanguard... Inizialmente la paura la paralizza; ma un giorno scopre che, venendo a contatto con lo speciale composto chimico usato per sconfiggere i Virus, è in grado di trasformarsi in una persona completamente diversa: una strana abilità che la rende più forte e violenta, in grado di contrastare i Virus a mani nude! Con questo titolo (e BLOOD ALONE) comincia la partnership tra JPOP e MEDIAWORKS, prestigioso editore giapponese che ha editato bestseller come PLEASE TEACHER, YOTSUBA, GUNSLINGER GIRL. Venus Versus Virus è uno dei titoli di punta della rivista GAO e, con la trasmissione in TV in Giappone del cartone animato (nel gennaio 2007), si appresta a diventare uno dei titoli più hot della stagione.","Seinen, Azione, Horror",https://www.j-pop.it/2272-thickbox_default/venus-versus-virus-006.jpg
jpop,jpop_venusversusvirus007,https://www.j-pop.it/venus-versus-virus/2219-venus-versus-virus-007.html,Venus versus Virus 007,7,2219,1,"5,90","5,90",,Atsushi Suzumi,Atsushi Suzumi,194,Not Available,Not Available,Not Available,Not Available,9788861239715,"I Virus sono spiriti che vagano alla ricerca di altri corpi che li ospitino per poter continuare a vivere. Solo alcune persone sono in grado di vederli, e Sumire Takahana è una di queste... benché nessuno le creda, infatti, Sumire vede i fantasmi sin da bambina e, nonostante i Virus la terrorizzino, entra a far parte del Venus Vanguard... Inizialmente la paura la paralizza; ma un giorno scopre che, venendo a contatto con lo speciale composto chimico usato per sconfiggere i Virus, è in grado di trasformarsi in una persona completamente diversa: una strana abilità che la rende più forte e violenta, in grado di contrastare i Virus a mani nude! Con questo titolo (e BLOOD ALONE) comincia la partnership tra JPOP e MEDIAWORKS, prestigioso editore giapponese che ha editato bestseller come PLEASE TEACHER, YOTSUBA, GUNSLINGER GIRL. Venus Versus Virus è uno dei titoli di punta della rivista GAO e, con la trasmissione in TV in Giappone del cartone animato (nel gennaio 2007), si appresta a diventare uno dei titoli più hot della stagione.","Seinen, Azione, Horror",https://www.j-pop.it/2273-thickbox_default/venus-versus-virus-007.jpg
jpop,jpop_venusversusvirus008,https://www.j-pop.it/venus-versus-virus/2220-venus-versus-virus-008.html,Venus Versus Virus 008,8,2220,1,"5,90","5,90",,Atsushi Suzumi,Atsushi Suzumi,200,Not Available,Not Available,Not Available,Not Available,9788861239845,"I Virus sono spiriti che vagano alla ricerca di altri corpi che li ospitino per poter continuare a vivere. Solo alcune persone sono in grado di vederli, e Sumire Takahana è una di queste... benché nessuno le creda, infatti, Sumire vede i fantasmi sin da bambina e, nonostante i Virus la terrorizzino, entra a far parte del Venus Vanguard... Inizialmente la paura la paralizza; ma un giorno scopre che, venendo a contatto con lo speciale composto chimico usato per sconfiggere i Virus, è in grado di trasformarsi in una persona completamente diversa: una strana abilità che la rende più forte e violenta, in grado di contrastare i Virus a mani nude! Con questo titolo (e BLOOD ALONE) comincia la partnership tra JPOP e MEDIAWORKS, prestigioso editore giapponese che ha editato bestseller come PLEASE TEACHER, YOTSUBA, GUNSLINGER GIRL. Venus Versus Virus è uno dei titoli di punta della rivista GAO e, con la trasmissione in TV in Giappone del cartone animato (nel gennaio 2007), si appresta a diventare uno dei titoli più hot della stagione.","Seinen, Azione, Horror",https://www.j-pop.it/2274-thickbox_default/venus-versus-virus-008.jpg
jpop,jpop_welcometothenhk001,https://www.j-pop.it/welcome-to-the-nhk/2235-welcome-to-the-nhk-001.html,Welcome to the N.H.K. 001,1,2235,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861233638,"Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2289-thickbox_default/welcome-to-the-nhk-001.jpg
jpop,jpop_welcometothenhk002,https://www.j-pop.it/welcome-to-the-nhk/2236-welcome-to-the-nhk-002.html,Welcome to the N.H.K. 002,2,2236,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861233829,"Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2290-thickbox_default/welcome-to-the-nhk-002.jpg
jpop,jpop_welcometothenhk003,https://www.j-pop.it/welcome-to-the-nhk/2237-welcome-to-the-nhk-003.html,Welcome to the N.H.K. 003,3,2237,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861234093,"Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2291-thickbox_default/welcome-to-the-nhk-003.jpg
jpop,jpop_welcometothenhk004,https://www.j-pop.it/welcome-to-the-nhk/2238-welcome-to-the-nhk-004.html,Welcome to the N.H.K. 004,4,2238,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861234369,"Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2292-thickbox_default/welcome-to-the-nhk-004.jpg
jpop,jpop_welcometothenhk005,https://www.j-pop.it/welcome-to-the-nhk/2239-welcome-to-the-nhk-005.html,Welcome to the N.H.K. 005,5,2239,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861234673,"La vita di Sato sta degenerando rapidamente. Ha lasciato l'università, è pieno di debiti e non riesce a trovare un lavoro. Passa le sue giornate a guardare la tv e sul computer, sempre chiuso in casa, inalando droghe autoprodotte e elucubrando considerazioni assurde. Sato è dunque un hikikomori, un depresso cronico che rifiuta ogni coinvolgimento sociale, finché un giorno non bussa alla sua porta Misaki, una misteriosa ragazza intenzionata a curare la sua patologia. Elementi realistici e 'politicamente scorretti ' illustrano una realtà nascosta e problematica e che hanno portato 'Welcome to N. H. K. ' a diventare, non solo un manga, ma anche un anime di successo targato Gonzo Digimation. Una serie di culto che è diventato un vero fenomeno di costume nel mondo!","Seinen, Commedia",https://www.j-pop.it/2293-thickbox_default/welcome-to-the-nhk-005.jpg
jpop,jpop_welcometothenhk006,https://www.j-pop.it/welcome-to-the-nhk/2240-welcome-to-the-nhk-006.html,Welcome to the N.H.K. 006,6,2240,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861235069,"Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2294-thickbox_default/welcome-to-the-nhk-006.jpg
jpop,jpop_welcometothenhk007,https://www.j-pop.it/welcome-to-the-nhk/2241-welcome-to-the-nhk-007.html,Welcome to the N.H.K. 007,7,2241,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861235243,"Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2295-thickbox_default/welcome-to-the-nhk-007.jpg
jpop,jpop_welcometothenhk008,https://www.j-pop.it/welcome-to-the-nhk/2242-welcome-to-the-nhk-008.html,Welcome to the N.H.K. 008,8,2242,1,"6,00","6,00",,Tatsuhiko Takimoto,Kendi Oiwa,200,Not Available,Not Available,Not Available,Not Available,9788861235472,"Ultimo numero! Welcome to NHK è una storia scritta da Tatsuhiko Takimoto pubblicata dalla Kadokawa Shotenen nel 2002 ed in lingua inglese dalla Tokyopop solo nel 2007, e racconta la vita del 23enne Sato Tatsuhiro, un hikikomori, un isolato cronico dalla società, che viene aiutato da Misaki, una strana ragazza che sembra conoscere molte cose di lui senza averlo mai incontrato prima.","Seinen, Commedia",https://www.j-pop.it/2296-thickbox_default/welcome-to-the-nhk-008.jpg
jpop,jpop_wildadapter001,https://www.j-pop.it/wild-adapter/2243-wild-adapter-001.html,Wild Adapter 001,1,2243,1,"5,90","5,90",,Kazuya Minekura,Kazuya Minekura,200,Not Available,Not Available,Not Available,Not Available,9788861236561,"Yokohama, 1995: Makoto Kubota è il leader della sezione giovanile dell'izumokai, organizzazione criminale in perenne conflitto con il clan tojo per il controllo del territorio. La routine del giovane kubota, fatta di gioco d'azzardo e piccoli traffici, viene sconvolta dall'arrivo di una nuova droga, W. a. , che travolgerà il suo destino.","Seinen, Drammatico",https://www.j-pop.it/2297-thickbox_default/wild-adapter-001.jpg
jpop,jpop_wildadapter002,https://www.j-pop.it/wild-adapter/2244-wild-adapter-002.html,Wild Adapter 002,2,2244,1,"5,90","5,90",,Kazuya Minekura,Kazuya Minekura,200,Not Available,Not Available,Not Available,Not Available,9788861236417,"Kubota ha lasciato l'organizzazione e da un anno convive con toKito, il ragazzo moribondo in cui si era imbattuto in un vicolo. il giovane ha perso la memoria e vuole indagare su quella droga chiamata W. a. : in essa risiede la chiave del suo passato, per ora celato nel mistero della sua mano destra. in un triangolo che tocca anche polizia e yakuza, Kubota sarà coinvolto in nuove vicissitudini che girano attorno all'incontro con una giovane ragazza scappata di casa.","Seinen, Drammatico",https://www.j-pop.it/2298-thickbox_default/wild-adapter-002.jpg
jpop,jpop_wildadapter003,https://www.j-pop.it/wild-adapter/2245-wild-adapter-003.html,Wild Adapter 003,3,2245,1,"5,90","5,90",,Kazuya Minekura,Kazuya Minekura,200,Not Available,Not Available,Not Available,Not Available,9788861237759,"Yokohama, 1995: Makoto Kubota è il leader della sezione giovanile dell'izumokai, organizzazione criminale in perenne conflitto con il clan tojo per il controllo del territorio. La routine del giovane kubota, fatta di gioco d'azzardo e piccoli traffici, viene sconvolta dall'arrivo di una nuova droga, W. a. , che travolgerà il suo destino.","Seinen, Drammatico",https://www.j-pop.it/2299-thickbox_default/wild-adapter-003.jpg
jpop,jpop_wildadapter004,https://www.j-pop.it/wild-adapter/2246-wild-adapter-004.html,Wild Adapter 004,4,2246,1,"5,90","5,90",,Kazuya Minekura,Kazuya Minekura,200,Not Available,Not Available,Not Available,Not Available,9788861237766,"'Potresti farmi il favore di non tornare più qui?': Tokito viene improvvisamente allontanato da Kubuta. Mentre il ragazzo si interroga sul perché, giunge una notizia inaspettata: Kubota è sospettato di omicidio ed è stato portato via dalla polizia! Tokito si affanna a trovare un modo per salvare l'amico, ma anche questo caso ha a che fare con la misteriosa droga W. A.","Seinen, Drammatico",https://www.j-pop.it/2300-thickbox_default/wild-adapter-004.jpg
jpop,jpop_wildadapter005,https://www.j-pop.it/wild-adapter/2247-wild-adapter-005.html,Wild Adapter 005,5,2247,1,"5,90","5,90",,Kazuya Minekura,Kazuya Minekura,200,Not Available,Not Available,Not Available,Not Available,9788861237773,"Kubota inizia a convivere con un giovane incontrato in un vicolo. Terrorizzato come una bestia non abituata a stare con l'uomo, con lo sguardo intimorito, il ragazzo cambia il mondo privo di sentimenti e di colori del protagonista... Il giovane ha perso la memoria e Kubota, nel momento in cui di decide di chiamarlo 'Tokito', per la prima volta in vita sua sente nascere dentro di sè una forma di affetto. Ecco, finalmente, la storia dell'incontro di Kubota e Tokito... l'inizio di Wild Adapter!","Seinen, Drammatico",https://www.j-pop.it/2301-thickbox_default/wild-adapter-005.jpg
jpop,jpop_wildadapter006,https://www.j-pop.it/wild-adapter/2248-wild-adapter-006.html,Wild Adapter 006,6,2248,1,"5,90","5,90",,Kazuya Minekura,Kazuya Minekura,200,Not Available,Not Available,Not Available,Not Available,9788861237780,"Tokito viene rapito. L'Izumokai si è mossa per ottenere il controllo dello spaccio di W. A. Kubota cerca di rintracciare l'amico e scopre che è imprigionato in una petroliera nel porto di Yokohama. Nell'oscurità del mare, kubota ha uno scontro a fuoco molto violento. Tutto per salvare Tokito.","Seinen, Drammatico",https://www.j-pop.it/2302-thickbox_default/wild-adapter-006.jpg
jpop,jpop_witchhunter001,https://www.j-pop.it/witch-hunter/2249-witch-hunter-001.html,Witch Hunter 001,1,2249,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861231245,"Da quando le streghe (Witches) hanno dichiarato guerra agli umani, buona parte del mondo è stata devastata. Esse evocano dei mostri chiamati Supporters che distruggono le abitazioni umane. Ma perché? I sopravvissuti ingaggiano alcuni uomini dagli straordinari poteri, chiamati witch hunters (cacciatori di streghe)! Tasha Godspell è uno di più forti cacciatori con la sua jack-o-lantern (lanterna jack-o) che individua i mostri. Vista la sua abilità a sconfiggere le streghe si è guadagnato l'appellativo di 'Marksman', anche se non riesce a odiarle completamente. Direttamente dalla Corea un manhwa per ragazzi che segna la nuova generazione, per un fumetto che ricorda graficamente e come contenuti grandissimi successi giapponesi come One Piece e Rave!'","Fantasy, Azione, Shonen",https://www.j-pop.it/2303-thickbox_default/witch-hunter-001.jpg
jpop,jpop_witchhunter002,https://www.j-pop.it/witch-hunter/2250-witch-hunter-002.html,Witch Hunter 002,2,2250,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861231610,"'Nel mondo è in corso una guerra contro le Streghe' Dopo che le Streghe hanno dichiarato guerra alla razza umana, due terzi del pianeta sono caduti nelle loro mani. Al loro servizio combattono esseri spietati, chiamati Supporter. Solo un gruppo di umani, riuniti sotto il nome di Witch Hunter, riescono a opporsi al potere delle Streghe. Tasha Godspell, uno dei WH più potenti, le affronta insieme al suo supporter, la Zucca Vivente Halloween. Nonostante ciò, tuttavia, Tasha non riesce a odiare con tutto sé stesso le sue avversarie...","Fantasy, Azione, Shonen",https://www.j-pop.it/2304-thickbox_default/witch-hunter-002.jpg
jpop,jpop_witchhunter003,https://www.j-pop.it/witch-hunter/2251-witch-hunter-003.html,Witch Hunter 003,3,2251,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861231924,"Da quando le streghe (Witches) hanno dichiarato guerra agli umani, buona parte del mondo è stata devastata. Esse evocano dei mostri chiamati Supporters che distruggono le abitazioni umane. Ma perché? I sopravvissuti ingaggiano alcuni uomini dagli straordinari poteri, chiamati witch hunters (cacciatori di streghe)! Tasha Godspell è uno di più forti cacciatori con la sua jack-o-lantern (lanterna jack-o) che individua i mostri. Vista la sua abilità a sconfiggere le streghe si è guadagnato l'appellativo di 'Marksman ', anche se non riesce a odiarle completamente. Direttamente dalla Corea un manhwa per ragazzi che segna la nuova generazione, per un fumetto che ricorda graficamente e come contenuti grandissimi successi giapponesi come One Piece e Rave!","Fantasy, Azione, Shonen",https://www.j-pop.it/2305-thickbox_default/witch-hunter-003.jpg
jpop,jpop_witchhunter004,https://www.j-pop.it/witch-hunter/2252-witch-hunter-004.html,Witch Hunter 004,4,2252,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861233058,"Da quando le streghe (Witches) hanno dichiarato guerra agli umani, buona parte del mondo è stata devastata. Esse evocano dei mostri chiamati Supporters che distruggono le abitazioni umane. Ma perché? I sopravvissuti ingaggiano alcuni uomini dagli straordinari poteri, chiamati witch hunters (cacciatori di streghe)! Tasha Godspell è uno di più forti cacciatori con la sua jack-o-lantern (lanterna jack-o) che individua i mostri. Vista la sua abilità a sconfiggere le streghe si è guadagnato l'appellativo di 'Marksman ', anche se non riesce a odiarle completamente. Direttamente dalla Corea un manhwa per ragazzi che segna la nuova generazione, per un fumetto che ricorda graficamente e come contenuti grandissimi successi giapponesi come One Piece e Rave!","Fantasy, Azione, Shonen",https://www.j-pop.it/2306-thickbox_default/witch-hunter-004.jpg
jpop,jpop_witchhunter005,https://www.j-pop.it/witch-hunter/2253-witch-hunter-005.html,Witch Hunter 005,5,2253,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861233157,"'Nel mondo è in corso una guerra contro le Streghe.' Dopo che le Streghe hanno dichiarato guerra alla razza umana, due terzi del pianeta sono caduti nelle loro mani. Al loro servizio combattono esseri spietati, chiamati Supporter. Solo un gruppo di umani, riuniti sotto il nome di Witch Hunter, riescono a opporsi al potere delle Streghe. Tasha Godspell, uno dei WH più potenti, le affronta insieme al suo supporter, la Zucca Vivente Halloween. Nonostante ciò, tuttavia, Tasha non riesce a odiare con tutto sé stesso le sue avversarie...","Fantasy, Azione, Shonen",https://www.j-pop.it/2307-thickbox_default/witch-hunter-005.jpg
jpop,jpop_witchhunter006,https://www.j-pop.it/witch-hunter/2254-witch-hunter-006.html,Witch Hunter 006,6,2254,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861233997,"'Nel mondo è in corso una guerra contro le Streghe ' Dopo che le Streghe hanno dichiarato guerra alla razza umana, due terzi del pianeta sono caduti nelle loro mani. Al loro servizio combattono esseri spietati, chiamati Supporter. Solo un gruppo di umani, riuniti sotto il nome di Witch Hunter, riescono a opporsi al potere delle Streghe. Tasha Godspell, uno dei WH più potenti, le affronta insieme al suo supporter, la Zucca Vivente Halloween. Nonostante ciò, tuttavia, Tasha non riesce a odiare con tutto sé stesso le sue avversarie...","Fantasy, Azione, Shonen",https://www.j-pop.it/2308-thickbox_default/witch-hunter-006.jpg
jpop,jpop_witchhunter007,https://www.j-pop.it/witch-hunter/2255-witch-hunter-007.html,Witch Hunter 007,7,2255,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861234185,"'Nel mondo è in corso una guerra contro le Streghe ' Dopo che le Streghe hanno dichiarato guerra alla razza umana, due terzi del pianeta sono caduti nelle loro mani. Al loro servizio combattono esseri spietati, chiamati Supporter. Solo un gruppo di umani, riuniti sotto il nome di Witch Hunter, riescono a opporsi al potere delle Streghe. Tasha Godspell, uno dei WH più potenti, le affronta insieme al suo supporter, la Zucca Vivente Halloween. Nonostante ciò, tuttavia, Tasha non riesce a odiare con tutto sé stesso le sue avversarie...","Fantasy, Azione, Shonen",https://www.j-pop.it/2309-thickbox_default/witch-hunter-007.jpg
jpop,jpop_witchhunter008,https://www.j-pop.it/witch-hunter/2256-witch-hunter-008.html,Witch Hunter 008,8,2256,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861236776,"'Avrà luogo una seconda guerra tra le streghe e gli umani?' Tasha è in grande pericolo! Per contrastare l'attacco del Supporter del suo alter ego, è costretto a ricorrere a un devastante sortilegio, così forte da lasciarlo in fin di vita... Quale sarà il destino del nostro eroe e della razza umana?","Fantasy, Azione, Shonen",https://www.j-pop.it/2310-thickbox_default/witch-hunter-008.jpg
jpop,jpop_witchhunter009,https://www.j-pop.it/witch-hunter/2257-witch-hunter-009.html,Witch Hunter 009,9,2257,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788861236721,"Grazie all'inatteso intervento di Ryu Hwan e di Nephthys, Tasha si salva all'ultimo momento! Ma il suo organismo è ancora debilitato degli strascichi della lancia della Moira... Impossibile per un tiratore scelto combattere al fianco dei Cavalieri della Tavola Rotonda!","Fantasy, Azione, Shonen",https://www.j-pop.it/2311-thickbox_default/witch-hunter-009.jpg
jpop,jpop_witchhunter010,https://www.j-pop.it/witch-hunter/2258-witch-hunter-010.html,Witch Hunter 010,10,2258,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,178,Not Available,Not Available,Not Available,Not Available,9788861239777,"Grazie all'inatteso intervento di Ryu Hwan e di Nephthys, Tasha si salva all'ultimo momento! Ma il suo organismo è ancora debilitato dagli strascichi della lancia della Moira... impossibile per un tiratore scelto come lui combattere a fianco dei Cavalieri della Tavola Rotonda!","Fantasy, Azione, Shonen",https://www.j-pop.it/2312-thickbox_default/witch-hunter-010.jpg
jpop,jpop_witchhunter011,https://www.j-pop.it/witch-hunter/2259-witch-hunter-011.html,Witch Hunter 011,11,2259,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,184,Not Available,Not Available,Not Available,Not Available,9788866340515,"Grazie all'inatteso intervento di Ryu Hwan e di Nephthys, Tasha si salva all'ultimo momento! Ma il suo organismo è ancora debilitato dagli strascichi della lancia della Moira... impossibile per un tiratore scelto come lui combattere a fianco dei Cavalieri della Tavola Rotonda!","Fantasy, Azione, Shonen",https://www.j-pop.it/2313-thickbox_default/witch-hunter-011.jpg
jpop,jpop_witchhunter012,https://www.j-pop.it/witch-hunter/2260-witch-hunter-012.html,Witch Hunter 012,12,2260,1,"5,50","5,50",,Cho Jung-Man,Cho Jung-Man,224,Not Available,Not Available,Not Available,Not Available,9788866342304,"Le terre orientali sono messe a ferro e fuoco! Proprio quando Tarras e Bi Seol hanno appena finito di affrontare due streghe agli ordini di South, ecco giungere uno spietato asassino da Bairong, intenzionato ad affrontarli... e soprattutto a impedir loro di raggiungere Yue!","Fantasy, Azione, Shonen",https://www.j-pop.it/2314-thickbox_default/witch-hunter-012.jpg
jpop,jpop_wolfsmund001,https://www.j-pop.it/wolfsmund/2273-wolfsmund-001.html,Wolfsmund 001,1,2273,1,"6,90","6,90",,Mitsuhisa Kuji,Mitsuhisa Kuji,224,Not Available,Not Available,Not Available,Not Available,9788866343073,"Opera prima di Kuji, assistente di Miura (BERSERK)Un'opera cruda e violenta, con ambientazioni medievali e combattimenti sanguinari. Svizzera, XIV secolo. Un tiranno sanguinario regna sul passo del Gottardo controllando il transito di uomini e merci. La sua fortezza è inespugnabile e il suo sadismo è disarmante. Ogni giorno, il tiranno si diverte a individuare i cittadini e i viaggiatori più disperati che tentano invano di scappare dalla contea, per poi torturarli. Il destino peggiore spetta a chi entra clandestinamente in questa landa di terrore...","Avventura, Seinen",https://www.j-pop.it/2327-thickbox_default/wolfsmund-001.jpg
jpop,jpop_wolfsmund002,https://www.j-pop.it/wolfsmund/2274-wolfsmund-002.html,Wolfsmund 002,2,2274,1,"6,90","6,90",,Mitsuhisa Kuji,Mitsuhisa Kuji,224,Not Available,Not Available,Not Available,Not Available,9788866343080,"Opera prima di Kuji, assistente di Miura (BERSERK)Un'opera cruda e violenta, con ambientazioni medievali e combattimenti sanguinari. Svizzera, XIV secolo. Un tiranno sanguinario regna sul passo del Gottardo controllando il transito di uomini e merci. La sua fortezza è inespugnabile e il suo sadismo è disarmante. Ogni giorno, il tiranno si diverte a individuare i cittadini e i viaggiatori più disperati che tentano invano di scappare dalla contea, per poi torturarli. Il destino peggiore spetta a chi entra clandestinamente in questa landa di terrore...","Avventura, Seinen",https://www.j-pop.it/2328-thickbox_default/wolfsmund-002.jpg
